Scientific Name	Common Name	Species Code	Population Code	Lead Region	Federal Listing Status	Where Listed
Microtus mexicanus hualpaiensis	Hualapai Mexican vole	A0EU	V01	2	Endangered	Entire
Microtus pennsylvanicus dukecampbelli	Florida salt marsh vole	A0ET	V01	4	Endangered	Entire
Mimizuku (=Otus) gurneyi	Giant scops owl	B05A	V01	Foreign	Endangered	Entire
Mimulus michiganensis	Michigan monkey-flower	Q2DN	P01	3	Endangered	
Mimus graysoni	Socorro mockingbird	B0BA	V01	Foreign	Endangered	Entire
Mirabilis macfarlanei	MacFarlane's four-o'clock	Q1ZF	P01	1	Threatened	
Mitracarpus maxwelliae	No common name	Q2DQ	P01	4	Endangered	
Mitracarpus polycladus	No common name	Q2DR	P01	4	Endangered	
Mitu mitu mitu	Razor-billed curassow	B04W	V01	Foreign	Endangered	Entire
Moapa coriacea	Moapa dace	E002	V01	8	Endangered	Entire
Moho braccatus	Kauai `o`o (honeyeater)	B00I	V01	1	Endangered	Entire
Monachus monachus	Mediterranean monk seal	A028	V01	NMFS	Endangered	Entire
Monachus schauinslandi	Hawaiian monk seal	A071	V01	NMFS	Endangered	Entire
Monardella viminea	Willowy monardella	Q18M	P01	8	Endangered	
Monolopia (=Lembertia) congdonii	San Joaquin wooly-threads	Q34W	P01	8	Endangered	
Montipora australiensis	No common name	P017	I01	NMFS	Threatened	Entire
Morenia ocellata	Burmese peacock turtle	C01E	V01	Foreign	Endangered	Entire
Moschus spp. (all species)	Musk deer	A056	V01	Foreign	Endangered	Afghanistan, Bhutan, Burma, China (Tibet, Yunnan), India, Nepal, Pakistan, Sikkim
Mucuna sloanei persericea	sea bean	Q3NZ	P01	1	Endangered	Entire
Muntiacus feae	Fea's muntjac	A07Q	V01	Foreign	Endangered	Northern Thailand,Burma
Mustela nigripes	Black-footed ferret	A004	V01	6	Endangered	Entire, except where listed as an experimental population below
Myadestes lanaiensis rutha	Molokai thrush	B04E	V01	1	Endangered	Entire
Myadestes myadestinus	Large Kauai (=kamao) Thrush	B04D	V01	1	Endangered	Entire
Myadestes palmeri	Small Kauai (=puaiohi) Thrush	B00S	V01	1	Endangered	Entire
Mycetophyllia ferox	Rough Cactus Coral	P006	I01	NMFS	Threatened	Entire
Mycteria americana	Wood stork	B06O	V01	4	Threatened	U.S.A. (AL, FL, GA, MS, NC, SC)
Myotis grisescens	Gray bat	A04J	V01	3	Endangered	Entire
Myotis septentrionalis	Northern Long-Eared Bat	A0JE	V01	3	Threatened	Entire
Myotis sodalis	Indiana bat	A000	V01	3	Endangered	Entire
Myrcia paganii	No common name	Q2Q6	P01	4	Endangered	
Myrmecobius fasciatus	Numbat	A044	V01	Foreign	Endangered	Australia
Myrsine juddii	Kolea	Q36D	P01	1	Endangered	
Myrsine knudsenii	Kolea	Q3N0	P01	1	Endangered	
Myrsine linearifolia	Kolea	Q193	P01	1	Threatened	
Myrsine mezii	Kolea	Q2E5	P01	1	Endangered	
Myrsine vaccinioides	Kolea	Q36E	P01	1	Endangered	
Naemorhedus (=Capricornis) sumatraensis	Serow	A064	V01	Foreign	Endangered	Entire
Naemorhedus goral	Goral	A05C	V01	Foreign	Endangered	East Asia
Nasalis concolor	Pagi Island langur	A01I	V01	Foreign	Endangered	Entire
Nasalis larvatus	Proboscis monkey	A05U	V01	Foreign	Endangered	Entire
Navarretia fossalis	Spreading navarretia	Q2E7	P01	8	Threatened	
Navarretia leucocephala ssp. pauciflora (=N. pauciflora)	Few-flowered navarretia	Q19A	P01	8	Endangered	
Navarretia leucocephala ssp. plieantha	Many-flowered navarretia	Q19B	P01	8	Endangered	
Nectarinia prigoginei	Marungu sunbird	B0A4	V01	Foreign	Endangered	Entire
Nectophrynoides spp.	African viviparous toads	D00B	V01	Foreign	Endangered	Entire
Nemosia rourei	Cherry-throated tanager	B0DD	V01	Foreign	Endangered	Entire
Neofelis nebulosa	Clouded leopard	A04L	V01	Foreign	Endangered	Southeastern and South-Central Asia, Taiwan
Neoleptoneta microps	Government Canyon Bat Cave Spider	J018	I01	2	Endangered	Entire
Neoleptoneta myopica	Tooth Cave Spider	J00B	I01	2	Endangered	Entire
Neomorphus geoffroyi dulcis	Southeastern rufous-vented ground cuckoo	B0CW	V01	Foreign	Endangered	Entire
Neonympha mitchellii francisci	Saint Francis' satyr butterfly	I0MZ	I01	4	Endangered	Entire
Neonympha mitchellii mitchellii	Mitchell's satyr Butterfly	I00K	I01	3	Endangered	Entire
Neophema chrysogaster	Orange-bellied parakeet	B02C	V01	Foreign	Endangered	Entire
Neophema pulchella	Turquoise parakeet	B02F	V01	Foreign	Endangered	Entire
Neophema splendida	Scarlet-chested parakeet	B02E	V01	Foreign	Endangered	Entire
Neoseps reynoldsi	Sand skink	C03V	V01	4	Threatened	Entire
Neostapfia colusana	Colusa grass	Q19I	P01	8	Threatened	
Neotoma floridana smalli	Key Largo woodrat	A087	V01	4	Endangered	Entire
Neotoma fuscipes riparia	Riparian woodrat (=San Joaquin Valley)	A0FC	V01	8	Endangered	Entire
Neotragus moschatus moschatus	Zanzibar suni	A07S	V01	Foreign	Endangered	Entire
Neraudia angulata	No common name	Q1ZH	P01	1	Endangered	
Neraudia ovata	No common name	Q19L	P01	1	Endangered	
Neraudia sericea	No common name	Q1ZI	P01	1	Endangered	
Nerodia clarkii taeniata	Atlantic salt marsh snake	C01T	V01	4	Threatened	Entire
Nerodia erythrogaster neglecta	Copperbelly water snake	C03X	V01	3	Threatened	Indiana north of 40 degrees north latitude, Michigan, Ohio
Nervilia jacksoniae	No common name	Q3P2	P01	1	Threatened	Entire
Nesillas aldabranus	Aldabra Warbler (old world warbler)	B0AA	V01	Foreign	Endangered	Entire
Nesogenes rotensis	No common name	Q3GY	P01	1	Endangered	
Newcombia cumingi	Newcomb's Tree snail	G09U	I01	1	Endangered	Entire
Nicrophorus americanus	American burying beetle	I028	I01	2	Endangered	Entire, except where listed as an experimental population
Nipponia nippon	Japanese crested ibis	B01U	V01	Foreign	Endangered	Entire
Nitrophila mohavensis	Amargosa niterwort	Q2E8	P01	8	Endangered	
Nolina brittoniana	Britton's beargrass	Q2E9	P01	4	Endangered	
Nothocestrum breviflorum	`Aiea	Q1ZJ	P01	1	Endangered	
Nothocestrum peltatum	`Aiea	Q1ZK	P01	1	Endangered	
Notomys aquilo	Australian native mouse	A05V	V01	Foreign	Endangered	Entire
Nototrichium humile	Kulu`i	Q1ZL	P01	1	Endangered	
Notropis albizonatus	Palezone shiner	E04E	V01	4	Endangered	Entire
Notropis buccula	Smalleye Shiner	E05Z	V01	2	Endangered	Entire
Notropis cahabae	Cahaba shiner	E04C	V01	4	Endangered	Entire
Notropis girardi	Arkansas River shiner	E05X	V01	2	Threatened	Arkansas River Basin (AR, KS, NM, OK, TX)
Notropis mekistocholas	Cape Fear shiner	E01N	V01	4	Endangered	Entire
Notropis oxyrhynchus	Sharpnose Shiner	E04K	V01	2	Endangered	Entire
Notropis simus pecosensis	Pecos bluntnose shiner	E04F	V01	2	Threatened	Entire
Notropis topeka (=tristis)	Topeka shiner	E07R	V01	6	Endangered	Entire, except where listed as an experimental population
Noturus baileyi	Smoky madtom	E02C	V01	4	Endangered	Entire
Noturus crypticus	Chucky Madtom	E07F	V01	4	Endangered	Entire
Noturus flavipinnis	Yellowfin madtom	E01Y	V01	4	Threatened	Entire, except where listed as an experimental population below
Noturus placidus	Neosho madtom	E03S	V01	6	Threatened	Entire
Noturus stanauli	Pygmy madtom	E03T	V01	4	Endangered	Entire
Noturus trautmani	Scioto madtom	E01T	V01	3	Endangered	Entire
Numenius borealis	Eskimo curlew	B01A	V01	7	Endangered	Entire
Numenius tenuirostris	Slender-billed curlew	B0BT	V01	Foreign	Endangered	Entire
Nycticebus pygmaeus	Lesser slow loris	A06J	V01	Foreign	Threatened	Entire
Oarisma poweshiek	Poweshiek skipperling	I0W1	I01	3	Endangered	Entire
Obovaria retusa	Ring pink (mussel)	F00S	I01	4	Endangered	Entire
Ochrosia kilaueaensis	Holei	Q2UX	P01	1	Endangered	
Odocoileus hemionus cerrosensis	Cedros Island mule Deer	A04K	V01	Foreign	Endangered	Entire
Odocoileus virginianus clavium	Key deer	A003	V01	4	Endangered	Entire
Odocoileus virginianus leucurus	Columbian white-tailed deer	A002	V01	1	Endangered	Columbia River (Clark, Cowliz, Pacific, Skamania, and Wahkiakum Counties, WA., and Clatsop, Columbia, and Multnomah Counties, OR.)
Odontophorus strophium	Gorgeted wood-quail	B0CN	V01	Foreign	Endangered	Entire
Oenothera avita ssp. eurekensis	Eureka Valley evening-primrose	Q1ZM	P01	8	Endangered	
Oenothera deltoides ssp. howellii	Antioch Dunes evening-primrose	Q1ZN	P01	8	Endangered	Entire
Oncorhynchus (=Salmo) kisutch	Coho salmon	E08A	V01	NMFS	Endangered	Central California Coast ESU - See 50 CFR 224.101
Oncorhynchus (=Salmo) kisutch	Coho salmon	E08A	V02	NMFS	Threatened	Southern Oregon - Northern California Coast ESU - See 50 CFR 223.102
Oncorhynchus (=Salmo) kisutch	Coho salmon	E08A	V03	NMFS	Threatened	Oregon Coast ESU - See 50 CFR 223.102
Oncorhynchus (=Salmo) kisutch	Coho salmon	E08A	V04	NMFS	Threatened	Lower Columbia River ESU - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V01	NMFS	Threatened	California Central Valley DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V02	NMFS	Threatened	Snake River Basin DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V03	NMFS	Threatened	Central California Coast DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V04	NMFS	Threatened	Lower Columbia River DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V05	NMFS	Threatened	South-Central California Coast DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V06	NMFS	Endangered	Southern California DPS - See 50 CFR 224.101
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V07	NMFS	Threatened	Upper Columbia River DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V08	NMFS	Threatened	Upper Willamette River DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V09	NMFS	Threatened	Middle Columbia River DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V10	NMFS	Threatened	Northern California DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) mykiss	Steelhead	E08D	V13	NMFS	Threatened	Puget Sound DPS - See 50 CFR 223.102
Oncorhynchus (=Salmo) nerka	Sockeye salmon	E06Y	V01	NMFS	Endangered	Snake River ESU - See 50 CFR 224.101
Oncorhynchus (=Salmo) nerka	Sockeye salmon	E06Y	V02	NMFS	Threatened	Ozette Lake ESU - See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V01	NMFS	Threatened	Snake River fall-run ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V02	NMFS	Threatened	Snake River spring/summer-run ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V03	NMFS	Endangered	Sacramento River winter-run ESU - See 50 CFR 224.101
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V04	NMFS	Threatened	Puget Sound ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V05	NMFS	Threatened	Lower Columbia River ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V06	NMFS	Threatened	Upper Willamette River ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V07	NMFS	Endangered	Upper Columbia River spring-run ESU — See 50 CFR 224.101
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V08	NMFS	Threatened	Central Valley spring-run ESU — See 50 CFR 223.102
Oncorhynchus (=Salmo) tshawytscha	Chinook salmon	E06D	V09	NMFS	Threatened	California Coastal ESU - See 50 CFR 223.102
Oncorhynchus aguabonita whitei	Little Kern golden trout	E01Z	V01	8	Threatened	Entire
Oncorhynchus apache	Apache trout	E00D	V01	2	Threatened	Entire
Oncorhynchus clarki stomias	Greenback Cutthroat trout	E00F	V01	6	Threatened	Entire
Oncorhynchus clarkii henshawi	Lahontan cutthroat trout	E00Y	V01	8	Threatened	Entire
Oncorhynchus clarkii seleniris	Paiute cutthroat trout	E00G	V01	8	Threatened	Entire
Oncorhynchus gilae	Gila trout	E00E	V01	2	Threatened	Entire
Oncorhynchus keta	Chum salmon	E09Q	V01	NMFS	Threatened	Columbia River ESU — See 50 CFR 223.102
Oncorhynchus keta	Chum salmon	E09Q	V02	NMFS	Threatened	Hood Canal summer-run ESU - See 50 CFR 223.102
Onychogalea fraenata	Brindled nail-tailed wallaby	A03Q	V01	Foreign	Endangered	Entire
Onychogalea lunata	Crescent nail-tailed wallaby	A03R	V01	Foreign	Endangered	Entire
Opuntia treleasei	Bakersfield cactus	Q2YG	P01	8	Endangered	
Orbicella annularis	Lobed Star Coral	P003	I01	NMFS	Threatened	Entire
Orbicella faveolata	Mountainous Star Coral	P004	I01	NMFS	Threatened	Entire
Orbicella franksi	Boulder star coral	P01Y	I01	NMFS	Threatened	Entire
Orcinus orca	Killer whale	A0IL	V01	NMFS	Endangered	Southern Resident DPS — See 50 CFR 224.101
Orconectes shoupi	Nashville crayfish	K01S	I01	4	Endangered	Entire
Orcuttia californica	California Orcutt grass	Q1ZO	P01	8	Endangered	
Orcuttia inaequalis	San Joaquin Orcutt grass	Q1ZP	P01	8	Threatened	
Orcuttia pilosa	Hairy Orcutt grass	Q1AY	P01	8	Endangered	
Orcuttia tenuis	Slender Orcutt grass	Q1AZ	P01	8	Threatened	
Orcuttia viscida	Sacramento Orcutt grass	Q1ZQ	P01	8	Endangered	
Oreomystis bairdi	Akikiki	B0AI	V01	1	Endangered	Entire
Oreomystis mana	Hawaii creeper	B04M	V01	1	Endangered	Entire
Oreophasis derbianus	Horned guan	B01R	V01	Foreign	Endangered	Entire
Orthalicus reses (not incl. nesodryas)	Stock Island tree snail	G00Y	I01	4	Threatened	Entire
Oryx dammah	Scimitar-horned oryx	A0G5	V01	Foreign	Endangered	North Africa
Oryx leucoryx	Arabian oryx	A01Z	V01	Foreign	Endangered	Arabian Peninsula
Oryzomys palustris natator	Rice rat	A083	V01	4	Endangered	Lower FL Keys (west of Seven Mile Bridge)
Osmoxylon mariannense	No common name	Q3GZ	P01	1	Endangered	
Osteolaemus tetraspis osborni	Congo dwarf crocodile	C012	V01	Foreign	Endangered	Entire
Osteolaemus tetraspis tetraspis	African dwarf crocodile	C010	V01	Foreign	Endangered	Entire
Ottoschulzia rhodoxylon	Palo de rosa	Q2EK	P01	4	Endangered	
Otus ireneae	Morden's owlet	B028	V01	Foreign	Endangered	Entire
Otus magicus (=insularis) insularis	Seychelles scops owl	B027	V01	Foreign	Endangered	Entire
Otus rutilus capnodes	Anjouan scops owl	B026	V01	Foreign	Endangered	Entire
Ovis ammon	Argali	A00J	V01	Foreign	Endangered	Entire except Kyrgyzstan, Mongolia, and Tajikistan
Ovis ammon	Argali	A00J	V02	Foreign	Threatened	Kyrgyzstan, Mongolia, and Tajikistan
Ovis canadensis nelsoni	Peninsular bighorn sheep	A0DR	V01	8	Endangered	U.S.A. (CA) Peninsular Ranges
Ovis canadensis sierrae	Sierra Nevada bighorn sheep	A0DS	V01	8	Endangered	U.S.A. (CA) Sierra Nevada
Ovis musimon ophion	Urial	A069	V01	Foreign	Endangered	Entire
Ovis vignei vignei	Shapo	A065	V01	Foreign	Endangered	Entire
Oxyloma haydeni kanabensis	Kanab ambersnail	G01M	I01	6	Endangered	Entire
Oxypolis canbyi	Canby's dropwort	Q2EL	P01	4	Endangered	
Oxytheca parishii var. goodmaniana	Cushenbury oxytheca	Q36L	P01	8	Endangered	
Oxytropis campestris var. chartacea	Fassett's locoweed	Q2EM	P01	3	Threatened	Entire
Ozotoceros bezoarticus	Pampas deer	A057	V01	Foreign	Endangered	Entire
Pacifastacus fortis	Shasta crayfish	K01U	I01	8	Endangered	Entire
Packera franciscana	San Francisco Peaks ragwort	Q21L	P01	2	Threatened	Entire
Palaemonetes cummingi	Squirrel Chimney Cave shrimp	K02F	I01	4	Threatened	Entire
Palaemonias alabamae	Alabama cave shrimp	K01V	I01	4	Endangered	Entire
Palaemonias ganteri	Kentucky cave shrimp	K01X	I01	4	Endangered	Entire
Palmeria dolei	Crested honeycreeper	B00E	V01	1	Endangered	Entire
Pan paniscus	Pygmy chimpanzee	A06E	V01	Foreign	Endangered	Entire
Pan troglodytes	Chimpanzee	A06C	V02	Foreign	Endangered	Wherever found
Pangasianodon gigas	Thailand giant catfish	E00M	V01	Foreign	Endangered	Entire
Pangasius sanitwongsei	Catfish	E00L	V01	Foreign	Endangered	Entire
Panicum fauriei var. carteri	Carter's panicgrass	Q1ZR	P01	1	Endangered	
Panicum niihauense	Lau `ehu	Q1BJ	P01	1	Endangered	
Panthalops hodgsonii	Tibetan antelope	A0HJ	V01	Foreign	Endangered	entire
Panthera leo ssp. leo	Lion	A0JZ	V01	Foreign	Endangered	Entire
Panthera leo ssp. melanochaita	Lion	A0KO	V01	Foreign	Threatened	Entire
Panthera onca	Jaguar	A040	V01	2	Endangered	Wherever found
Panthera pardus	Leopard	A01J	V01	Foreign	Endangered	Wherever found, except where it is listed as Threatened as set forth below
Panthera pardus	Leopard	A01J	V02	Foreign	Threatened	In Africa, in the wild, south of, and including, the following countries: Gabon, Congo, Zaire, Uganda, Kenya
Panthera tigris	Tiger	A043	V01	Foreign	Endangered	Entire
Papasula (=Sula) abbotti	Abbott's booby	B04P	V01	Foreign	Endangered	Entire
Papilio chikae	Luzon peacock swallowtail butterfly	I0ML	I01	Foreign	Endangered	Entire
Papilio homerus	Homerus swallowtail butterfly	I0MK	I01	Foreign	Endangered	Entire
Papilio hospiton	Corsican swallowtail butterfly	I0MJ	I01	Foreign	Endangered	Entire
Papustyla pulcherrima	Manus Island tree snail	G000	I01	Foreign	Endangered	Entire
Parahyaena (=Hyaena) brunnea	Brown Hyena	A01B	V01	Foreign	Endangered	Southern Africa
Pardofelis (=Felis) marmorata	Marbled cat	A04Z	V01	Foreign	Endangered	Entire
Paronychia chartacea	Papery whitlow-wort	Q1ZV	P01	4	Threatened	
Paroreomyza flammea	Molokai creeper	B04H	V01	1	Endangered	Entire
Paroreomyza maculata	Oahu creeper	B046	V01	1	Endangered	Entire
Partula gibba	Humped tree snail	G0AC	I01	1	Endangered	Entire
Partula langfordi	Langford's tree snail	G0AI	I01	1	Endangered	Entire
Partula radiolata	Guam tree snail	G0A8	I01	1	Endangered	Entire
Partulina semicarinata	Lanai tree snail	G0AG	I01	1	Endangered	Entire
Partulina variabilis	Lanai tree snail	G0AH	I01	1	Endangered	Entire
Parvisedum leiocarpum	Lake County stonecrop	Q1C2	P01	8	Endangered	
Patera clarki nantahala	noonday globe	G00V	I01	4	Threatened	Entire
Pavona diffluens	No common name	P01Q	I01	NMFS	Threatened	Entire
Pedicularis furbishiae	Furbish lousewort	Q1ZW	P01	5	Endangered	
Pediocactus (=Echinocactus,=Utahia) sileri	Siler pincushion cactus	Q200	P01	2	Threatened	
Pediocactus bradyi	Brady pincushion cactus	Q1ZX	P01	2	Endangered	
Pediocactus despainii	San Rafael cactus	Q2QA	P01	6	Endangered	
Pediocactus knowltonii	Knowlton's cactus	Q1ZY	P01	2	Endangered	
Pediocactus peeblesianus fickeiseniae	Fickeisen plains cactus	Q1C9	P01	2	Endangered	
Pediocactus peeblesianus var. peeblesianus	Peebles Navajo cactus	Q1ZZ	P01	2	Endangered	
Pediocactus winkleri	Winkler cactus	Q2QB	P01	6	Threatened	
Pedionomous torquatus	Plain wanderer (=collared-hemipode)	B04L	V01	Foreign	Endangered	Entire
Pegias fabula	Littlewing pearlymussel	F00L	I01	4	Endangered	Entire
Peltophryne lemur	Puerto Rican crested toad	D00M	V01	4	Threatened	Entire
Penelope albipennis	White-winged guan	B06A	V01	Foreign	Endangered	Entire
Penelope perspicax	Cauca guan	B0CL	V01	Foreign	Endangered	Entire
Penstemon debilis	Parachute beardtongue	Q36W	P01	6	Threatened	
Penstemon haydenii	Blowout penstemon	Q2EX	P01	6	Endangered	
Penstemon penlandii	Penland beardtongue	Q2YC	P01	6	Endangered	
Pentachaeta bellidiflora	White-rayed pentachaeta	Q2F3	P01	8	Endangered	
Pentachaeta lyonii	Lyon's pentachaeta	Q1EA	P01	8	Endangered	
Pentalagus furnessi	Ryukyu rabbit	A07R	V01	Foreign	Endangered	Japan (Ryukyu Islands)
Peperomia subpetiolata	`Ala `ala wai nui	Q201	P01	1	Endangered	
Peperomia wheeleri	Wheeler's peperomia	Q2F6	P01	4	Endangered	
Perameles bougainville	Barred bandicoot	A02Y	V01	Foreign	Endangered	Entire
Perameles eremiana	Desert bandicoot	A045	V01	Foreign	Endangered	Entire
Percina antesella	Amber darter	E05F	V01	4	Endangered	Entire
Percina aurolineata	Goldline darter	E05S	V01	4	Threatened	Entire
Percina jenkinsi	Conasauga logperch	E05H	V01	4	Endangered	Entire
Percina pantherina	Leopard darter	E017	V01	2	Threatened	Entire
Percina rex	Roanoke logperch	E01G	V01	5	Endangered	Entire
Percina tanasi	Snail darter	E010	V01	4	Threatened	Entire
Perognathus longimembris pacificus	Pacific pocket mouse	A0BY	V01	8	Endangered	Entire
Peromyscus gossypinus allapaticola	Key Largo cotton mouse	A086	V01	4	Endangered	Entire
Peromyscus polionotus allophrys	Choctawhatchee beach mouse	A08B	V01	4	Endangered	Entire
Peromyscus polionotus ammobates	Alabama beach mouse	A08Y	V01	4	Endangered	Entire
Peromyscus polionotus niveiventris	Southeastern beach mouse	A0C9	V01	4	Threatened	wherever found
Peromyscus polionotus peninsularis	St. Andrew beach mouse	A0CB	V01	4	Endangered	Wherever found
Peromyscus polionotus phasma	Anastasia Island beach mouse	A0BM	V01	4	Endangered	Entire
Peromyscus polionotus trissyllepsis	Perdido Key beach mouse	A08C	V01	4	Endangered	Entire
Petrogale xanthopus	Yellow-footed rock wallaby	A04E	V01	Foreign	Endangered	Entire
Petroica multicolor multicolor	Scarlet-breasted robin (flycatcher)	B034	V01	Foreign	Endangered	Entire
Petroica traversi	Chatham Island robin	B033	V01	Foreign	Endangered	Entire
Peucedanum sandwicense	Makou	Q202	P01	1	Threatened	
Pezoporus wallicus	Ground parrot	B04K	V01	Foreign	Endangered	Entire
Phacelia argillacea	Clay phacelia	Q203	P01	6	Endangered	
Phacelia formosula	North Park phacelia	Q204	P01	6	Endangered	
Phacelia insularis ssp. insularis	Island phacelia	Q1FV	P01	8	Endangered	
Phacelia submutica	DeBeque phacelia	Q1G6	P01	6	Threatened	
Phaenicophaeus pyrrhocephalus	Red-faced malkoha (cuckoo)	B022	V01	Foreign	Endangered	Entire
Phaeognathus hubrichti	Red Hills salamander	D00C	V01	4	Threatened	Entire
Phaethornis malaris margarettae	Margaretta's hermit	B0CZ	V01	Foreign	Endangered	Entire
Pharomachrus mocinno	Resplendent quetzel	B05L	V01	Foreign	Endangered	Entire
Phascolarctos cinereus	Koala	A0HG	V01	Foreign	Threatened	Australia
Phelsuma edwardnewtoni	Day gecko	C00A	V01	Foreign	Endangered	Entire
Phelsuma guentheri	Round Island day gecko	C00B	V01	Foreign	Endangered	Entire
Phlox hirsuta	Yreka phlox	Q1GG	P01	8	Endangered	
Phlox nivalis ssp. texensis	Texas trailing phlox	Q205	P01	2	Endangered	
Phoca (=Pusa) hispida botnica	Ringed Seal	A0KL	V01	NMFS	Threatened	Baltic subspecies
Phoca (=Pusa) hispida hispida	Ringed Seal	A0KJ	V01	NMFS	Threatened	Arctic subspecies
Phoca (=Pusa) hispida ladogensis	Ringed seal	A0KI	V01	NMFS	Endangered	Ladoga subspecies
Phoca (=Pusa) hispida ochotensis	Ringed Seal	A0KK	V01	NMFS	Threatened	Okhotsk subspecies
Phoca hispida saimensis	Saimaa seal	A0GO	V01	NMFS	Endangered	Entire
Phoca largha	Spotted Seal	A0K4	V01	NMFS	Threatened	Southern DPS - See 50 CFR 223.102
Phocoena sinus	Cochito	A0A6	V01	Foreign	Endangered	Entire
Phoebastria (=Diomedea) albatrus	Short-tailed albatross	B00Y	V03	7	Endangered	Entire
Phoenicoparrus andinus	Andean flamingo	B0C0	V01	Foreign	Endangered	Entire
Phoxinus cumberlandensis	Blackside dace	E05I	V01	4	Threatened	Entire
Phrynops hogei	Brazilian sideneck turtle	C04F	V01	Foreign	Endangered	Entire
Phyllanthus saffordii	No common name	Q3OZ	P01	1	Endangered	
Phyllostegia bracteata	No common name	Q37F	P01	1	Endangered	
Phyllostegia floribunda	No common name	Q1GZ	P01	1	Endangered	
Phyllostegia glabra var. lanaiensis	No common name	Q206	P01	1	Endangered	
Phyllostegia haliakalae	No common name	Q3O0	P01	1	Endangered	Entire
Phyllostegia hirsuta	No common name	Q1H1	P01	1	Endangered	
Phyllostegia hispida	No common name	Q3H5	P01	1	Endangered	
Phyllostegia kaalaensis	No common name	Q3GS	P01	1	Endangered	
Phyllostegia knudsenii	No common name	Q1H2	P01	1	Endangered	
Phyllostegia mannii	No common name	Q3AE	P01	1	Endangered	
Phyllostegia mollis	No common name	Q2FT	P01	1	Endangered	
Phyllostegia parviflora	No common name	Q1H5	P01	1	Endangered	
Phyllostegia pilosa	No common name	Q3O1	P01	1	Endangered	Entire
Phyllostegia racemosa	Kiponapona	Q37A	P01	1	Endangered	
Phyllostegia renovans	No common name	Q3N1	P01	1	Endangered	
Phyllostegia velutina	No common name	Q37B	P01	1	Endangered	
Phyllostegia waimeae	No common name	Q378	P01	1	Endangered	
Phyllostegia warshaueri	No common name	Q37C	P01	1	Endangered	
Phyllostegia wawrana	No common name	Q37E	P01	1	Endangered	
Physa natricina	Snake River physa snail	G01L	I01	1	Endangered	Entire
Physaria douglasii ssp. tuplashensis	White Bluffs bladderpod	Q3HR	P01	1	Threatened	Entire
Physaria filiformis	Missouri bladderpod	Q2CC	P01	3	Threatened	
Physaria globosa	Short's bladderpod	Q139	P01	4	Endangered	Entire
Physaria obcordata	Dudley Bluffs twinpod	Q2VH	P01	6	Threatened	
Physeter catodon (=macrocephalus)	Sperm whale	A02T	V01	NMFS	Endangered	Entire
Phytotoma raimondii	Peruvian plantcutter	B0BD	V01	Foreign	Endangered	Entire
Picathartes gymnocephalus	White-necked rockfowl	B036	V01	Foreign	Endangered	Entire
Picathartes oreas	Grey-necked rockfowl	B035	V01	Foreign	Endangered	Entire
Picoides borealis	Red-cockaded woodpecker	B04F	V01	4	Endangered	Entire
Pilosocereus robinii	Key tree cactus	Q208	P01	4	Endangered	
Pinguicula ionantha	Godfrey's butterwort	Q2G0	P01	4	Threatened	
Pionopsitta pileata	Red-capped parrot	B05D	V01	Foreign	Endangered	Entire
Piperia yadonii	Yadon's piperia	Q3FA	P01	8	Endangered	
Pipile jacutinga	Black-fronted piping-guan	B05I	V01	Foreign	Endangered	Entire
Pipile pipile pipile	Trinidad white-headed curassow	B019	V01	Foreign	Endangered	Entire
Pipilo crissalis eremophilus	Inyo California towhee	B07Q	V01	8	Threatened	Entire
Pithecophaga jefferyi	Philippine eagle	B01E	V01	Foreign	Endangered	Entire
Pitta gurneyi	Gurney's pitta	B0BC	V01	Foreign	Endangered	Entire
Pitta kochi	Koch's pitta	B05J	V01	Foreign	Endangered	Entire
Pittosporum halophilum	No common name	Q2G8	P01	1	Endangered	Entire
